clientnum,client_stayed,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,months_on_book,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,total_trans_amt,total_trans_ct,gender_F,gender_M,marital_status_Divorced,marital_status_Married,marital_status_Single,education_level_ordinal_level_scale,income_category_ordinal_level_scale,card_category_ordinal_level_scale
718924983,1,59,M,0,Uneducated,Single,5833.33,Blue,48,5,1,3,4906.0,1302,4833,80,0,1,0,0,1,2,6,1
715779333,1,45,F,3,Graduate,Single,1666.67,Blue,36,5,2,3,4753.0,0,3895,71,1,0,0,0,1,5,2,1
708117933,0,44,F,2,Graduate,Divorced,1666.67,Blue,36,3,2,3,1880.0,0,2469,34,1,0,1,0,0,5,2,1
789563658,1,64,M,0,College,Single,1666.67,Silver,56,5,4,4,12155.0,0,4618,60,0,1,0,0,1,4,2,2
709239483,1,49,F,1,Graduate,Married,4166.67,Blue,36,5,3,1,2721.0,1527,4622,88,1,0,0,1,0,5,3,1
766456683,1,51,F,1,Graduate,Married,1666.67,Blue,44,6,2,0,6160.0,2258,3986,80,1,0,0,1,0,5,2,1
779703258,1,41,F,4,Graduate,Single,1666.67,Blue,24,3,3,1,2069.0,1393,4962,70,1,0,0,0,1,5,2,1
709719333,1,41,M,2,High School,Single,8333.33,Blue,29,6,3,4,28422.0,1258,4841,80,0,1,0,0,1,3,4,1
717016833,1,39,M,4,Uneducated,Married,8333.33,Blue,27,6,4,2,1438.3,0,4282,69,0,1,0,1,0,2,4,1
711017433,1,41,M,3,Graduate,Divorced,1666.67,Blue,23,5,2,4,1438.3,0,4416,68,0,1,1,0,0,5,2,1
712706058,0,44,F,5,Graduate,Single,1666.67,Blue,37,1,2,4,1491.0,0,1970,46,1,0,0,0,1,5,2,1
806995683,1,61,M,0,Doctorate,Single,5833.33,Blue,56,4,1,3,4783.0,2517,2870,50,0,1,0,0,1,7,6,1
789209283,1,48,F,3,High School,Single,1666.67,Blue,37,5,3,0,4361.0,806,4518,84,1,0,0,0,1,3,2,1
715506258,1,50,M,2,High School,Married,8333.33,Blue,36,6,2,1,16388.0,2001,4477,83,0,1,0,1,0,3,4,1
711871758,0,30,F,1,Graduate,Married,1666.67,Blue,36,2,2,3,2905.0,2517,2487,39,1,0,0,1,0,5,2,1
772655733,1,41,M,1,Uneducated,Single,8333.33,Blue,31,6,2,4,2404.0,1887,4489,75,0,1,0,0,1,2,4,1
719519058,0,55,F,4,High School,Married,1666.67,Blue,36,4,2,3,1477.0,0,2419,49,1,0,0,1,0,3,2,1
716873733,0,43,F,4,Post-Graduate,Divorced,1666.67,Blue,30,4,3,3,3556.0,2517,2639,53,1,0,1,0,0,6,2,1
780383358,1,48,M,3,Graduate,Married,5833.33,Blue,38,6,1,0,5649.0,748,4683,72,0,1,0,1,0,5,6,1
716308683,1,47,F,3,High School,Married,1666.67,Blue,36,6,2,3,6524.0,1993,4267,66,1,0,0,1,0,3,2,1
712303908,1,47,F,4,College,Married,1666.67,Blue,38,3,1,2,2633.0,1924,3407,66,1,0,0,1,0,4,2,1
715572783,1,51,M,3,Graduate,Married,8333.33,Blue,31,6,1,2,7693.0,0,4573,93,0,1,0,1,0,5,4,1
779340183,1,53,F,1,College,Single,1666.67,Blue,35,3,2,4,2482.0,916,4295,72,1,0,0,0,1,4,2,1
771952683,1,47,F,3,High School,Married,1666.67,Blue,36,3,2,2,3035.0,0,3847,63,1,0,0,1,0,3,2,1
716639058,1,51,M,2,Graduate,Single,10000.0,Blue,40,4,3,3,26308.0,0,3278,53,0,1,0,0,1,5,7,1
713368833,1,49,M,2,College,Single,5833.33,Blue,41,6,3,4,6205.0,2233,3906,64,0,1,0,0,1,4,6,1
713926308,1,35,F,3,Uneducated,Single,1666.67,Blue,36,4,2,3,2624.0,1458,4487,61,1,0,0,0,1,2,2,1
720206658,0,40,F,3,Graduate,Married,1666.67,Blue,29,6,2,4,1479.0,458,1811,44,1,0,0,1,0,5,2,1
708720558,1,44,M,3,College,Married,5833.33,Blue,30,5,2,0,4489.0,0,3773,64,0,1,0,1,0,4,6,1
710674533,0,46,M,1,Uneducated,Married,5833.33,Blue,34,3,3,4,15060.0,0,1611,42,0,1,0,1,0,2,6,1
779468808,1,43,M,1,High School,Married,4166.67,Blue,25,6,3,3,1616.0,0,4961,78,0,1,0,1,0,3,3,1
790000608,1,64,F,1,Graduate,Single,1666.67,Blue,56,4,1,1,6723.0,968,3838,67,1,0,0,0,1,5,2,1
770917608,1,42,F,1,Uneducated,Married,1666.67,Blue,29,3,4,2,2756.0,1911,4656,62,1,0,0,1,0,2,2,1
716307558,0,50,F,3,High School,Married,1666.67,Blue,40,6,2,4,2897.0,1506,2214,46,1,0,0,1,0,3,2,1
719048133,1,52,F,2,Uneducated,Married,1666.67,Blue,42,6,3,0,5456.0,0,3470,65,1,0,0,1,0,2,2,1
771488583,1,46,F,1,Graduate,Single,4166.67,Blue,34,4,2,2,3569.0,0,4186,72,1,0,0,0,1,5,3,1
717202908,1,39,M,5,College,Married,8333.33,Blue,29,3,3,4,34198.0,1804,4270,59,0,1,0,1,0,4,4,1
720696558,1,44,M,2,Graduate,Single,8333.33,Blue,31,5,2,4,34516.0,1311,4485,85,0,1,0,0,1,5,4,1
788989083,1,57,F,3,College,Single,4166.67,Blue,44,3,1,2,2817.0,1864,4535,82,1,0,0,0,1,4,3,1
720398958,1,53,F,1,Uneducated,Single,1666.67,Blue,43,6,2,3,2126.0,1257,4340,70,1,0,0,0,1,2,2,1
716530533,1,43,F,2,Uneducated,Single,1666.67,Blue,36,3,1,4,2573.0,1640,4094,77,1,0,0,0,1,2,2,1
708879483,1,48,F,1,College,Divorced,1666.67,Blue,36,6,3,0,4006.0,1646,5006,89,1,0,1,0,0,4,2,1
781320783,0,47,M,2,Graduate,Divorced,8333.33,Blue,41,3,2,3,4586.0,0,2529,43,0,1,1,0,0,5,4,1
711657783,1,50,F,2,College,Single,1666.67,Blue,41,6,3,4,1438.3,0,4617,67,1,0,0,0,1,4,2,1
714100008,0,47,F,2,College,Married,1666.67,Blue,36,6,2,3,5667.0,2517,2176,38,1,0,0,1,0,4,2,1
798030933,1,47,M,4,College,Single,5833.33,Blue,41,5,2,3,15594.0,0,4745,75,0,1,0,0,1,4,6,1
708705783,0,47,M,3,Doctorate,Married,5833.33,Blue,36,6,3,1,1584.0,1214,2628,41,0,1,0,1,0,7,6,1
778949133,1,44,M,1,Uneducated,Married,8333.33,Blue,29,4,3,3,13298.0,1694,3476,66,0,1,0,1,0,2,4,1
716842908,1,41,F,5,Uneducated,Single,1666.67,Blue,30,4,2,1,1762.0,1051,4986,80,1,0,0,0,1,2,2,1
787513533,1,47,F,1,Uneducated,Married,1666.67,Blue,36,6,3,3,2245.0,1503,3344,54,1,0,0,1,0,2,2,1
717949983,1,47,M,1,Uneducated,Married,4166.67,Blue,36,3,2,3,8168.0,2137,3554,82,0,1,0,1,0,2,3,1
714089658,0,41,M,2,Graduate,Single,5833.33,Blue,36,3,2,1,2238.0,0,2063,42,0,1,0,0,1,5,6,1
718863258,0,54,F,2,Doctorate,Married,1666.67,Blue,41,2,2,3,3881.0,2517,2463,38,1,0,0,1,0,7,2,1
717549408,1,44,M,4,Graduate,Married,8333.33,Blue,36,3,1,3,20485.0,0,3024,51,0,1,0,1,0,5,4,1
770293758,1,44,M,3,High School,Single,1666.67,Blue,38,6,1,2,2111.0,1047,4830,82,0,1,0,0,1,3,2,1
721276383,1,47,F,2,Post-Graduate,Divorced,4166.67,Blue,33,6,2,3,5624.0,1216,3843,66,1,0,1,0,0,6,3,1
708585933,1,44,F,4,High School,Single,1666.67,Blue,36,6,2,3,1656.0,1429,4258,77,1,0,0,0,1,3,2,1
713283933,0,42,M,2,Uneducated,Married,4166.67,Blue,30,1,3,3,3032.0,0,2273,44,0,1,0,1,0,2,3,1
714915633,0,42,M,0,High School,Single,5833.33,Blue,36,4,3,6,15699.0,0,1793,40,0,1,0,0,1,3,6,1
709236633,1,40,F,3,Uneducated,Divorced,4166.67,Blue,28,3,1,3,6608.0,2270,4033,58,1,0,1,0,0,2,3,1
827948133,1,47,F,3,Graduate,Single,1666.67,Blue,43,4,2,4,5062.0,1423,4535,68,1,0,0,0,1,5,2,1
718946358,1,44,M,3,Uneducated,Single,4166.67,Blue,30,3,3,2,1547.0,0,4348,63,0,1,0,0,1,2,3,1
714400308,1,60,F,0,Uneducated,Single,1666.67,Silver,49,3,1,1,11060.0,1647,4545,83,1,0,0,0,1,2,2,2
789670533,1,41,F,2,High School,Married,4166.67,Blue,26,5,1,2,1438.3,0,4300,67,1,0,0,1,0,3,3,1
827074758,1,42,F,3,Uneducated,Single,1666.67,Blue,38,4,1,4,1538.0,868,5228,61,1,0,0,0,1,2,2,1
818326083,1,54,F,3,High School,Married,4166.67,Blue,49,5,1,2,1438.3,886,4385,91,1,0,0,1,0,3,3,1
712292133,0,45,F,3,College,Married,1666.67,Blue,36,4,2,4,2330.0,2294,2107,40,1,0,0,1,0,4,2,1
709449333,1,49,M,1,High School,Single,5833.33,Blue,40,6,2,2,3170.0,1428,4097,72,0,1,0,0,1,3,6,1
788840283,1,42,F,2,Post-Graduate,Divorced,1666.67,Blue,26,5,2,3,2120.0,1527,4741,86,1,0,1,0,0,6,2,1
716013858,1,53,M,0,Graduate,Single,8333.33,Blue,34,3,1,4,20231.0,1434,5002,78,0,1,0,0,1,5,4,1
751422258,1,45,F,4,Graduate,Married,1666.67,Blue,38,6,3,2,5583.0,0,3317,71,1,0,0,1,0,5,2,1
715691808,1,41,F,3,Uneducated,Divorced,1666.67,Blue,30,5,3,4,7764.0,621,3955,72,1,0,1,0,0,2,2,1
794273283,0,51,M,3,Uneducated,Single,8333.33,Blue,45,3,3,3,25670.0,0,2709,51,0,1,0,0,1,2,4,1
788838033,0,45,M,2,College,Single,5833.33,Blue,29,3,2,4,3841.0,0,2832,48,0,1,0,0,1,4,6,1
712778658,1,52,F,3,Graduate,Married,1666.67,Blue,39,4,3,3,2001.0,909,4238,63,1,0,0,1,0,5,2,1
789580908,1,44,F,3,High School,Single,1666.67,Blue,37,3,2,2,8512.0,1471,4056,81,1,0,0,0,1,3,2,1
778965183,1,47,F,3,Uneducated,Divorced,4166.67,Blue,30,5,3,2,5869.0,2517,4166,85,1,0,1,0,0,2,3,1
789013833,0,50,M,2,High School,Married,10000.0,Silver,37,5,2,1,34516.0,399,2118,41,0,1,0,1,0,3,7,2
720091083,1,43,M,4,Graduate,Married,10000.0,Blue,31,6,1,3,6467.0,1887,4098,61,0,1,0,1,0,5,7,1
709679658,1,58,F,2,Graduate,Single,4166.67,Blue,50,4,3,3,5386.0,0,4846,84,1,0,0,0,1,5,3,1
779296908,1,46,F,3,Graduate,Single,1666.67,Blue,28,5,3,3,1438.3,576,5098,66,1,0,0,0,1,5,2,1
789775308,1,54,F,2,Doctorate,Divorced,1666.67,Blue,43,6,1,3,1438.3,1120,4880,77,1,0,1,0,0,7,2,1
714726858,0,31,F,0,Post-Graduate,Divorced,1666.67,Blue,36,6,3,3,4871.0,0,2773,34,1,0,1,0,0,6,2,1
710926383,1,32,F,2,Post-Graduate,Married,4166.67,Blue,24,5,3,1,1553.0,1177,4549,68,1,0,0,1,0,6,3,1
717172308,0,45,F,3,High School,Married,4166.67,Blue,37,4,2,4,3304.0,0,1731,32,1,0,0,1,0,3,3,1
785024808,1,53,F,1,High School,Single,1666.67,Blue,47,6,2,3,3378.0,2134,4464,83,1,0,0,0,1,3,2,1
710277183,1,34,F,3,Uneducated,Single,4166.67,Blue,27,3,2,4,2313.0,1775,4317,68,1,0,0,0,1,2,3,1
714647808,1,49,F,0,Graduate,Single,1666.67,Blue,39,4,3,0,2434.0,0,4628,73,1,0,0,0,1,5,2,1
709857033,1,60,F,1,College,Single,4166.67,Blue,50,5,1,3,1438.3,0,4148,84,1,0,0,0,1,4,3,1
714283458,1,40,M,2,College,Single,8333.33,Blue,36,5,1,4,14544.0,0,4064,92,0,1,0,0,1,4,4,1
804829533,0,59,M,0,High School,Single,5833.33,Blue,54,3,6,6,24621.0,471,2864,51,0,1,0,0,1,3,6,1
720028683,1,49,F,2,High School,Married,4166.67,Blue,39,5,3,4,2720.0,1926,3806,61,1,0,0,1,0,3,3,1
719672283,1,47,M,4,Graduate,Married,5833.33,Silver,39,4,2,4,33122.0,1587,3145,63,0,1,0,1,0,5,6,2
719054733,1,52,F,0,Post-Graduate,Single,1666.67,Blue,40,4,3,2,1438.3,797,4673,69,1,0,0,0,1,6,2,1
793336383,1,47,F,1,High School,Married,1666.67,Blue,41,3,3,4,2709.0,2034,4915,92,1,0,0,1,0,3,2,1
715650783,1,41,M,2,High School,Married,5833.33,Blue,36,6,2,2,4499.0,0,4906,75,0,1,0,1,0,3,6,1
713041683,0,55,M,2,Graduate,Married,10000.0,Blue,36,3,2,4,4697.0,0,1867,34,0,1,0,1,0,5,7,1
709663608,0,43,F,1,Graduate,Married,1666.67,Blue,36,4,2,4,1536.0,0,1973,36,1,0,0,1,0,5,2,1
754851783,1,39,M,4,High School,Married,5833.33,Blue,32,4,2,2,19198.0,2218,4423,90,0,1,0,1,0,3,6,1
778905033,1,45,F,5,Graduate,Divorced,1666.67,Blue,26,3,5,2,1438.3,1226,3889,60,1,0,1,0,0,5,2,1
720844008,1,54,F,4,Graduate,Single,1666.67,Blue,45,6,2,2,1990.0,1747,5216,87,1,0,0,0,1,5,2,1
714286383,1,59,M,0,High School,Single,10000.0,Blue,36,4,3,3,3422.0,1039,3337,65,0,1,0,0,1,3,7,1
812411058,0,49,F,0,Uneducated,Single,1666.67,Blue,44,3,3,2,2094.0,0,2690,46,1,0,0,0,1,2,2,1
712311258,1,48,F,3,Uneducated,Single,4166.67,Blue,36,5,3,3,1906.0,1259,4634,54,1,0,0,0,1,2,3,1
720384633,1,48,M,3,Uneducated,Single,4166.67,Blue,36,6,3,2,3786.0,0,3403,70,0,1,0,0,1,2,3,1
810868758,1,39,M,3,Uneducated,Married,4166.67,Blue,34,5,1,2,12078.0,1687,2384,52,0,1,0,1,0,2,3,1
712160058,0,59,F,2,Uneducated,Married,1666.67,Blue,51,5,5,4,1438.3,0,2146,44,1,0,0,1,0,2,2,1
779130108,0,33,F,0,Uneducated,Single,4166.67,Blue,15,3,2,6,1438.3,0,2527,49,1,0,0,0,1,2,3,1
712335858,1,48,F,4,Graduate,Married,1666.67,Blue,36,4,3,2,2620.0,2081,4867,67,1,0,0,1,0,5,2,1
789643383,1,49,M,2,Uneducated,Married,5833.33,Blue,35,3,3,3,13435.0,0,3575,56,0,1,0,1,0,2,6,1
717733158,1,43,F,3,Doctorate,Married,1666.67,Blue,29,4,2,3,3186.0,2517,4197,84,1,0,0,1,0,7,2,1
713205108,1,42,F,4,Graduate,Married,4166.67,Blue,27,3,1,1,1950.0,1062,3873,76,1,0,0,1,0,5,3,1
719749083,1,63,M,0,Doctorate,Single,1666.67,Blue,54,5,2,0,7098.0,2224,3465,59,0,1,0,0,1,7,2,1
811762383,1,42,F,2,Graduate,Married,1666.67,Blue,37,4,2,1,2250.0,1788,4908,71,1,0,0,1,0,5,2,1
708710283,1,45,M,5,Doctorate,Married,10000.0,Silver,36,6,1,4,34516.0,2038,4067,75,0,1,0,1,0,7,7,2
708542283,1,58,F,1,Doctorate,Married,1666.67,Blue,47,5,3,4,2495.0,2061,4399,70,1,0,0,1,0,7,2,1
720667383,1,39,F,2,High School,Married,1666.67,Blue,32,5,3,1,3086.0,2213,4684,81,1,0,0,1,0,3,2,1
822952158,1,53,F,2,Graduate,Married,1666.67,Blue,49,4,2,4,1520.0,0,4256,73,1,0,0,1,0,5,2,1
716922633,0,38,M,2,Uneducated,Single,10000.0,Blue,30,6,3,4,4043.0,2517,2600,47,0,1,0,0,1,2,7,1
709081683,1,65,M,1,High School,Single,1666.67,Blue,54,3,1,3,4599.0,1438,4208,69,0,1,0,0,1,3,2,1
758106108,1,45,F,2,Uneducated,Single,1666.67,Blue,38,3,2,1,7486.0,1758,4604,70,1,0,0,0,1,2,2,1
711445233,1,42,F,5,Uneducated,Single,1666.67,Blue,36,6,3,1,1438.3,0,4653,78,1,0,0,0,1,2,2,1
780496833,0,56,F,1,College,Single,1666.67,Blue,43,3,2,2,2846.0,0,2122,44,1,0,0,0,1,4,2,1
720057183,1,49,F,4,Doctorate,Single,1666.67,Blue,42,5,1,4,7789.0,957,3412,70,1,0,0,0,1,7,2,1
789081408,0,44,F,4,Uneducated,Single,1666.67,Blue,32,6,3,4,1438.3,170,2527,45,1,0,0,0,1,2,2,1
715452408,1,37,F,2,Graduate,Divorced,1666.67,Blue,36,4,3,3,1734.0,987,4727,67,1,0,1,0,0,5,2,1
788705358,1,44,M,4,High School,Married,10000.0,Blue,33,4,1,4,14527.0,2070,3965,58,0,1,0,1,0,3,7,1
772105608,1,48,F,4,Uneducated,Single,1666.67,Blue,37,6,3,4,2646.0,872,4246,80,1,0,0,0,1,2,2,1
718396533,1,47,M,3,College,Single,8333.33,Blue,38,5,3,3,8185.0,1556,4527,83,0,1,0,0,1,4,4,1
712949733,1,46,M,5,High School,Single,4166.67,Blue,37,3,2,3,6340.0,1985,3536,61,0,1,0,0,1,3,3,1
772036233,1,62,M,1,Graduate,Single,8333.33,Blue,51,6,2,3,5711.0,0,4320,72,0,1,0,0,1,5,4,1
713285058,1,46,F,3,Doctorate,Single,1666.67,Blue,34,4,3,4,2258.0,1600,4275,76,1,0,0,0,1,7,2,1
710289783,0,43,F,2,Uneducated,Divorced,1666.67,Blue,25,5,2,4,2086.0,2007,2537,48,1,0,1,0,0,2,2,1
780390108,1,44,F,3,College,Married,4166.67,Blue,34,3,1,2,3256.0,1013,5079,81,1,0,0,1,0,4,3,1
720585183,1,50,M,3,High School,Married,5833.33,Blue,35,3,3,2,14854.0,2136,3659,68,0,1,0,1,0,3,6,1
711831558,1,49,M,4,College,Divorced,10000.0,Blue,41,3,1,1,7184.0,1207,3244,58,0,1,1,0,0,4,7,1
717017808,1,62,M,0,Uneducated,Single,4166.67,Blue,52,6,1,2,9065.0,641,4693,83,0,1,0,0,1,2,3,1
823615983,0,54,M,2,Uneducated,Single,4166.67,Blue,50,2,1,3,3682.0,2517,1642,35,0,1,0,0,1,2,3,1
807587433,0,56,F,2,Doctorate,Married,1666.67,Blue,51,4,6,5,1438.3,0,2229,40,1,0,0,1,0,7,2,1
714435408,1,57,M,3,High School,Single,8333.33,Blue,38,4,3,1,12663.0,1028,3297,54,0,1,0,0,1,3,4,1
718994583,1,48,F,2,College,Single,1666.67,Blue,35,3,3,1,1438.3,816,4777,69,1,0,0,0,1,4,2,1
793616883,1,39,F,5,Graduate,Single,1666.67,Blue,33,5,2,2,1438.3,668,5205,78,1,0,0,0,1,5,2,1
713370033,0,53,F,0,Graduate,Single,1666.67,Blue,40,4,1,4,1438.3,0,2014,53,1,0,0,0,1,5,2,1
778830933,1,40,M,3,Graduate,Married,8333.33,Blue,21,3,2,0,1804.0,1040,5308,78,0,1,0,1,0,5,4,1
736145283,1,43,M,2,College,Married,8333.33,Blue,24,6,1,4,1669.0,0,3591,59,0,1,0,1,0,4,4,1
719482008,1,45,M,1,Uneducated,Single,5833.33,Blue,35,5,3,2,21696.0,1036,3354,76,0,1,0,0,1,2,6,1
715004808,1,49,F,2,High School,Married,1666.67,Blue,39,5,3,1,2992.0,1845,4339,84,1,0,0,1,0,3,2,1
720014358,1,38,F,1,Doctorate,Single,1666.67,Blue,26,5,2,4,1934.0,985,4019,78,1,0,0,0,1,7,2,1
718208358,1,43,M,5,Uneducated,Married,10000.0,Blue,31,4,3,4,34516.0,830,3789,57,0,1,0,1,0,2,7,1
713380308,1,42,F,4,Uneducated,Single,1666.67,Blue,36,6,2,1,1734.0,0,4092,76,1,0,0,0,1,2,2,1
716477133,1,42,F,4,Uneducated,Single,1666.67,Blue,32,3,3,4,1438.3,838,3910,75,1,0,0,0,1,2,2,1
713949858,0,39,F,2,Doctorate,Married,1666.67,Blue,36,4,3,4,1438.3,886,1674,42,1,0,0,1,0,7,2,1
827619933,1,48,M,2,Uneducated,Single,4166.67,Blue,44,3,1,2,9673.0,0,3541,87,0,1,0,0,1,2,3,1
779135808,1,56,F,2,Doctorate,Single,4166.67,Blue,38,5,1,4,3609.0,1026,4318,81,1,0,0,0,1,7,3,1
719751483,0,39,F,2,Uneducated,Single,1666.67,Blue,36,4,3,1,1438.3,576,2567,48,1,0,0,0,1,2,2,1
708219858,1,39,M,2,Graduate,Single,4166.67,Blue,26,6,3,2,6423.0,0,4295,70,0,1,0,0,1,5,3,1
779681433,0,48,F,3,Graduate,Married,4166.67,Blue,31,6,3,4,14899.0,0,1519,26,1,0,0,1,0,5,3,1
720169383,1,52,F,2,College,Married,4166.67,Blue,41,3,1,1,3224.0,2111,3707,74,1,0,0,1,0,4,3,1
718056033,1,44,F,3,High School,Married,1666.67,Blue,34,5,3,2,4135.0,1606,3334,56,1,0,0,1,0,3,2,1
822902508,1,41,F,3,College,Single,4166.67,Blue,37,3,3,3,8376.0,1219,4015,77,1,0,0,0,1,4,3,1
715502808,1,42,M,3,High School,Married,8333.33,Blue,36,4,3,2,25944.0,1987,4442,76,0,1,0,1,0,3,4,1
788755158,1,49,M,3,High School,Married,5833.33,Blue,29,4,3,1,1438.3,535,3016,80,0,1,0,1,0,3,6,1
780038058,0,38,F,0,High School,Single,1666.67,Blue,22,3,2,5,1556.0,0,2283,46,1,0,0,0,1,3,2,1
709536483,0,57,M,3,Graduate,Married,5833.33,Blue,49,5,0,3,8701.0,215,1999,41,0,1,0,1,0,5,6,1
712563408,0,33,M,2,Uneducated,Single,4166.67,Blue,18,1,1,6,5600.0,2517,2296,46,0,1,0,0,1,2,3,1
708145908,1,61,F,0,Graduate,Married,4166.67,Blue,50,3,3,0,4906.0,2185,3999,71,1,0,0,1,0,5,3,1
717755058,1,41,F,4,Doctorate,Single,1666.67,Blue,36,4,3,4,2687.0,1317,4096,76,1,0,0,0,1,7,2,1
789109983,1,40,F,3,High School,Divorced,4166.67,Blue,28,4,1,4,4464.0,1418,3870,73,1,0,1,0,0,3,3,1
802600233,1,51,F,2,Graduate,Single,4166.67,Blue,45,5,1,3,1438.3,869,4124,59,1,0,0,0,1,5,3,1
720449208,1,34,F,1,College,Married,1666.67,Blue,16,6,1,4,2221.0,1814,4758,64,1,0,0,1,0,4,2,1
719557983,1,42,M,4,Uneducated,Married,5833.33,Blue,36,5,3,3,2966.0,2371,4416,83,0,1,0,1,0,2,6,1
766111383,1,38,F,2,High School,Married,4166.67,Blue,31,4,2,4,1593.0,1091,4136,67,1,0,0,1,0,3,3,1
789367083,1,41,F,2,Uneducated,Single,1666.67,Blue,31,5,3,3,2450.0,1490,3778,64,1,0,0,0,1,2,2,1
710538183,1,53,F,3,Graduate,Divorced,1666.67,Blue,42,3,2,4,1529.0,563,4220,83,1,0,1,0,0,5,2,1
708534033,1,45,F,3,Graduate,Single,4166.67,Blue,36,5,2,2,6274.0,883,4726,82,1,0,0,0,1,5,3,1
788940558,1,41,F,3,Graduate,Married,1666.67,Blue,27,6,1,2,2134.0,1085,4224,75,1,0,0,1,0,5,2,1
714722808,1,50,M,1,College,Married,8333.33,Blue,33,5,3,2,17158.0,1211,4153,91,0,1,0,1,0,4,4,1
713249883,1,51,F,2,Uneducated,Married,4166.67,Blue,36,6,3,3,3359.0,873,4572,81,1,0,0,1,0,2,3,1
714207483,1,47,M,3,Graduate,Married,8333.33,Blue,41,6,1,4,11997.0,1424,4125,80,0,1,0,1,0,5,4,1
720068808,1,41,F,2,Graduate,Married,1666.67,Blue,32,3,3,2,3302.0,1980,3899,65,1,0,0,1,0,5,2,1
778601733,0,55,F,3,High School,Single,4166.67,Blue,47,5,4,3,2687.0,1689,2370,34,1,0,0,0,1,3,3,1
709779258,1,53,F,3,Post-Graduate,Married,1666.67,Blue,43,4,3,4,1438.3,0,4075,71,1,0,0,1,0,6,2,1
713696808,0,46,F,3,High School,Married,1666.67,Blue,39,3,3,0,1801.0,316,2252,42,1,0,0,1,0,3,2,1
720044658,0,53,M,1,Post-Graduate,Single,5833.33,Blue,46,6,2,4,4573.0,2076,2720,46,0,1,0,0,1,6,6,1
716373483,0,48,F,5,Graduate,Married,1666.67,Blue,40,4,3,2,2860.0,2517,1544,45,1,0,0,1,0,5,2,1
714305508,1,46,F,3,Uneducated,Married,4166.67,Blue,36,6,3,2,13387.0,0,3706,81,1,0,0,1,0,2,3,1
712202433,1,46,F,2,High School,Single,1666.67,Blue,36,3,3,4,2283.0,1020,3687,68,1,0,0,0,1,3,2,1
778372158,1,49,F,5,High School,Married,4166.67,Blue,33,6,3,2,2506.0,1549,4747,91,1,0,0,1,0,3,3,1
714176133,1,47,F,1,Uneducated,Single,1666.67,Blue,36,5,2,3,1438.3,735,4220,87,1,0,0,0,1,2,2,1
715765758,1,54,F,2,Uneducated,Single,1666.67,Blue,41,5,2,4,1438.3,814,4217,72,1,0,0,0,1,2,2,1
803097333,1,41,M,2,Graduate,Married,8333.33,Blue,35,3,3,4,10873.0,1514,5089,82,0,1,0,1,0,5,4,1
710411358,0,39,F,4,College,Married,4166.67,Blue,28,4,2,4,7596.0,2199,2164,45,1,0,0,1,0,4,3,1
715660308,0,54,F,3,College,Married,1666.67,Blue,44,5,3,2,2921.0,2412,2612,33,1,0,0,1,0,4,2,1
711866358,1,42,F,3,High School,Single,4166.67,Blue,30,4,2,3,10136.0,0,4429,78,1,0,0,0,1,3,3,1
710738883,1,52,F,3,High School,Married,1666.67,Blue,36,4,2,3,2187.0,1094,4222,61,1,0,0,1,0,3,2,1
717822108,1,60,F,0,Uneducated,Single,1666.67,Blue,48,3,2,3,3302.0,2517,4613,85,1,0,0,0,1,2,2,1
714407058,1,40,M,3,Uneducated,Divorced,8333.33,Blue,29,3,2,1,30997.0,2330,3821,81,0,1,1,0,0,2,4,1
710744433,1,48,F,1,Uneducated,Single,1666.67,Blue,38,5,2,0,2578.0,2424,4077,78,1,0,0,0,1,2,2,1
713320008,1,48,M,3,Graduate,Single,8333.33,Blue,37,3,3,2,3034.0,468,4172,66,0,1,0,0,1,5,4,1
712364283,1,54,F,2,Doctorate,Married,4166.67,Blue,43,5,3,2,2222.0,1398,3960,79,1,0,0,1,0,7,3,1
714620358,0,37,F,2,Graduate,Divorced,1666.67,Blue,30,3,3,4,3328.0,2517,2196,47,1,0,1,0,0,5,2,1
809071083,1,60,F,1,Graduate,Single,1666.67,Blue,55,4,1,0,2346.0,2150,4592,90,1,0,0,0,1,5,2,1
721165608,1,51,M,2,Graduate,Married,5833.33,Silver,36,3,6,3,26142.0,0,3969,78,0,1,0,1,0,5,6,2
708760458,1,47,M,1,High School,Single,8333.33,Blue,36,4,3,4,17655.0,0,3692,79,0,1,0,0,1,3,4,1
789212883,0,30,F,1,Uneducated,Divorced,1666.67,Blue,19,6,1,2,1644.0,0,2533,44,1,0,1,0,0,2,2,1
716890533,1,49,F,2,Uneducated,Single,1666.67,Blue,36,6,2,2,2182.0,1722,5377,86,1,0,0,0,1,2,2,1
718542858,1,50,M,1,High School,Married,8333.33,Blue,36,6,3,2,10588.0,994,4623,84,0,1,0,1,0,3,4,1
717750858,1,32,F,2,Post-Graduate,Single,1666.67,Blue,16,3,3,2,2973.0,2446,3769,78,1,0,0,0,1,6,2,1
827628408,1,40,M,4,Graduate,Married,8333.33,Blue,36,3,3,2,2165.0,1465,3672,64,0,1,0,1,0,5,4,1
713492583,0,34,F,2,Graduate,Married,1666.67,Blue,29,5,2,2,5845.0,0,2308,35,1,0,0,1,0,5,2,1
788770908,1,45,M,4,College,Married,5833.33,Blue,26,6,2,2,3035.0,1498,4275,67,0,1,0,1,0,4,6,1
